Gmt time,Ask,Bid,AskVolume,BidVolume
11.08.2021 00:00:00.686,1.17199,1.17195,0.75,0.75
11.08.2021 00:00:00.989,1.17201,1.17195,2.43,3.37
11.08.2021 00:00:05.004,1.17198,1.1719600000000001,0.75,4.87
11.08.2021 00:00:05.203,1.1720000000000002,1.1719700000000002,0.75,0.1
11.08.2021 00:00:10.654,1.17201,1.17198,0.75,0.1
11.08.2021 00:00:12.345,1.17201,1.1719700000000002,0.75,2.14
11.08.2021 00:00:15.516,1.1720000000000002,1.17199,0.75,0.37
11.08.2021 00:00:15.638,1.17201,1.1719700000000002,0.75,2.89
11.08.2021 00:00:15.794,1.17201,1.17198,0.75,0.45
11.08.2021 00:00:16.414,1.1720000000000002,1.1719700000000002,0.75,4.5
11.08.2021 00:00:16.515,1.17199,1.1719700000000002,0.75,6.56
11.08.2021 00:00:20.250,1.17199,1.1719600000000001,0.75,0.19
11.08.2021 00:00:22.104,1.17199,1.17195,0.75,3.64
11.08.2021 00:00:29.882,1.17198,1.1719600000000001,0.75,0.1
11.08.2021 00:00:31.062,1.17198,1.17195,0.75,0.75
11.08.2021 00:00:31.179,1.17198,1.17194,0.75,3.56
11.08.2021 00:00:32.153,1.17198,1.1719600000000001,0.75,0.1
11.08.2021 00:00:38.474,1.17198,1.17194,0.82,0.82
11.08.2021 00:00:38.576,1.1719700000000002,1.17194,0.75,0.1
11.08.2021 00:00:38.627,1.17194,1.17192,0.75,1.27
11.08.2021 00:00:38.728,1.17194,1.17191,0.75,0.1
11.08.2021 00:00:43.319,1.17194,1.1719000000000002,0.75,1.5
11.08.2021 00:00:44.249,1.1719600000000001,1.17192,0.75,4.2
11.08.2021 00:00:48.798,1.17195,1.17191,0.75,0.75
11.08.2021 00:00:49.342,1.17194,1.1719000000000002,0.75,3.64
11.08.2021 00:00:49.450,1.17193,1.17192,0.75,3
11.08.2021 00:00:52.579,1.17194,1.17193,0.75,0.75
11.08.2021 00:00:54.952,1.17195,1.17191,1.76,3.75
11.08.2021 00:00:55.053,1.17193,1.1719000000000002,0.75,4.5
11.08.2021 00:01:00.313,1.17194,1.1719000000000002,0.75,3.82
11.08.2021 00:01:06.350,1.17193,1.1719000000000002,0.75,3.82
11.08.2021 00:01:10.750,1.17193,1.17191,0.75,3.82
11.08.2021 00:01:12.291,1.1719700000000002,1.17193,0.75,0.82
11.08.2021 00:01:12.393,1.1719700000000002,1.17194,0.75,0.1
11.08.2021 00:01:12.494,1.17199,1.17195,0.75,1.57
11.08.2021 00:01:12.645,1.1720000000000002,1.1719600000000001,1.79,0.82
11.08.2021 00:01:15.746,1.17199,1.17198,0.75,0.75
11.08.2021 00:01:15.948,1.17199,1.1719600000000001,0.75,0.82
11.08.2021 00:01:35.173,1.1720000000000002,1.1719600000000001,0.75,0.82
11.08.2021 00:01:39.626,1.17199,1.1719600000000001,0.75,0.75
11.08.2021 00:01:48.494,1.17199,1.17195,0.75,0.82
11.08.2021 00:01:48.957,1.17198,1.17194,0.82,1.12
11.08.2021 00:01:49.110,1.1719600000000001,1.17192,0.75,5.51
11.08.2021 00:01:49.212,1.17194,1.17191,0.75,0.75
11.08.2021 00:01:50.468,1.17193,1.1719000000000002,1.5,0.75
11.08.2021 00:01:50.569,1.1719000000000002,1.17189,0.75,0.75
11.08.2021 00:01:50.620,1.17189,1.1718600000000001,0.75,0.75
11.08.2021 00:01:50.721,1.17188,1.17185,0.94,0.75
11.08.2021 00:01:50.824,1.1718700000000002,1.17184,0.94,0.75
11.08.2021 00:01:50.926,1.1718700000000002,1.17183,0.94,0.82
11.08.2021 00:01:51.427,1.1718700000000002,1.17184,0.94,0.75
11.08.2021 00:01:52.529,1.17188,1.17184,1.01,0.75
11.08.2021 00:01:52.731,1.17188,1.17185,0.75,0.75
11.08.2021 00:01:54.202,1.1718700000000002,1.17185,0.19,0.75
11.08.2021 00:01:54.253,1.1718600000000001,1.17182,2.14,0.75
11.08.2021 00:01:54.355,1.17184,1.17182,0.75,0.82
11.08.2021 00:01:54.712,1.17184,1.17181,0.19,0.75
11.08.2021 00:01:55.058,1.17183,1.1718,0.75,0.75
11.08.2021 00:01:55.142,1.17181,1.17178,0.37,0.75
11.08.2021 00:01:55.243,1.1718,1.1717700000000002,0.75,0.75
11.08.2021 00:01:55.344,1.17181,1.1717700000000002,2.8,0.75
11.08.2021 00:01:55.547,1.1718,1.1717600000000001,0.75,0.82
11.08.2021 00:01:55.649,1.1718,1.1717700000000002,0.75,0.75
11.08.2021 00:01:57.300,1.1718,1.1717600000000001,3.18,0.75
11.08.2021 00:01:57.415,1.17179,1.1717600000000001,1.01,0.75
11.08.2021 00:01:57.467,1.17178,1.17174,2.51,0.75
11.08.2021 00:01:57.568,1.1717600000000001,1.17173,0.75,0.75
11.08.2021 00:01:58.307,1.1717600000000001,1.17174,0.82,0.75
11.08.2021 00:02:01.256,1.1717700000000002,1.17174,0.75,0.75
11.08.2021 00:02:01.357,1.17178,1.17174,0.75,0.82
11.08.2021 00:02:01.459,1.17179,1.17175,1.2,0.75
11.08.2021 00:02:03.881,1.17179,1.1717600000000001,0.75,0.1
11.08.2021 00:02:05.238,1.1718,1.1717600000000001,1.76,0.75
11.08.2021 00:02:06.157,1.17178,1.17175,1.76,0.75
11.08.2021 00:02:06.258,1.17178,1.17174,1.01,0.75
11.08.2021 00:02:06.359,1.1717600000000001,1.17175,0.75,0.75
11.08.2021 00:02:10.089,1.17178,1.17174,1.79,0.82
11.08.2021 00:02:10.190,1.17179,1.1717700000000002,0.45,1.2
11.08.2021 00:02:10.241,1.17182,1.17178,8.15,0.82
11.08.2021 00:02:10.343,1.17182,1.1718,0.75,1.2
11.08.2021 00:02:10.463,1.17184,1.1718,0.82,0.75
11.08.2021 00:02:10.564,1.17185,1.17181,1.2,1.2
11.08.2021 00:02:10.665,1.17184,1.17183,2.24,0.75
11.08.2021 00:02:10.767,1.17183,1.17179,1.01,0.75
11.08.2021 00:02:10.868,1.17183,1.1718,0.75,0.75
11.08.2021 00:02:11.344,1.17184,1.1718,2.62,1.12
11.08.2021 00:02:19.114,1.1718600000000001,1.17182,1.2,0.82
11.08.2021 00:02:20.944,1.17184,1.17182,0.75,1.57
11.08.2021 00:02:24.211,1.1718600000000001,1.17182,0.75,0.82
11.08.2021 00:02:24.312,1.17185,1.17181,0.75,4.57
11.08.2021 00:02:25.892,1.17184,1.17181,0.75,0.82
11.08.2021 00:02:28.403,1.17183,1.17181,0.75,1.57
11.08.2021 00:02:46.128,1.17182,1.17179,0.75,1.2
11.08.2021 00:02:46.229,1.17183,1.17179,0.75,3.82
11.08.2021 00:02:46.331,1.17182,1.17179,0.19,4.2
11.08.2021 00:02:46.432,1.17182,1.17178,0.75,1.2
11.08.2021 00:02:57.647,1.17185,1.17181,4.01,1.2
