Gmt time,Ask,Bid,AskVolume,BidVolume
06.08.2021 00:00:00.031,6.46141,6.460640000000001,1,1
06.08.2021 00:00:00.082,6.4614400000000005,6.460640000000001,1,1
06.08.2021 00:00:00.491,6.461390000000001,6.460640000000001,1,1
06.08.2021 00:00:00.592,6.46132,6.460630000000001,1,1
06.08.2021 00:00:00.793,6.46133,6.460640000000001,1,1
06.08.2021 00:00:01.033,6.46132,6.460630000000001,1,1
06.08.2021 00:00:01.134,6.46132,6.460500000000001,1,1.5
06.08.2021 00:00:01.235,6.46133,6.46049,1,1.6
06.08.2021 00:00:01.441,6.46131,6.46046,1,1.6
06.08.2021 00:00:12.968,6.46133,6.46056,1,1.12
06.08.2021 00:00:13.270,6.46132,6.4606,1,1
06.08.2021 00:00:13.840,6.46132,6.46062,1,1
06.08.2021 00:00:14.441,6.46136,6.46061,1,1
06.08.2021 00:00:14.593,6.46133,6.460590000000001,1,1
06.08.2021 00:00:19.031,6.46131,6.460590000000001,1,1
06.08.2021 00:00:19.132,6.46133,6.460590000000001,1,1
06.08.2021 00:00:20.215,6.46132,6.46058,1,1
06.08.2021 00:00:22.624,6.46132,6.460590000000001,1,1
06.08.2021 00:00:23.062,6.46132,6.460590000000001,1,1.75
06.08.2021 00:00:23.112,6.46136,6.46061,1,1.25
06.08.2021 00:00:23.720,6.46137,6.460640000000001,1,1.25
06.08.2021 00:00:28.048,6.461380000000001,6.46065,1,1.25
06.08.2021 00:00:28.822,6.46141,6.46067,1,1.25
06.08.2021 00:00:28.873,6.46142,6.46071,1,1
06.08.2021 00:00:28.974,6.46142,6.46075,1,1
06.08.2021 00:00:29.025,6.46146,6.4607600000000005,1.57,1
06.08.2021 00:00:29.873,6.461480000000001,6.46079,1,1
06.08.2021 00:00:29.974,6.461530000000001,6.46079,1.57,1
06.08.2021 00:00:30.148,6.46146,6.46079,1,1
06.08.2021 00:00:31.566,6.461530000000001,6.46079,1.57,1
06.08.2021 00:00:33.872,6.46152,6.46084,1.1,1
06.08.2021 00:00:35.015,6.461530000000001,6.46082,1.57,1
06.08.2021 00:00:35.177,6.46149,6.46082,1,1
06.08.2021 00:00:38.737,6.46149,6.46081,1,1
06.08.2021 00:00:38.838,6.46141,6.460780000000001,1,1
06.08.2021 00:00:39.136,6.461480000000001,6.46079,1,1
06.08.2021 00:00:40.300,6.461480000000001,6.46079,1.5,1
06.08.2021 00:00:40.350,6.46145,6.46079,1,1
06.08.2021 00:00:41.856,6.461390000000001,6.46079,1,1
06.08.2021 00:00:42.261,6.461480000000001,6.46079,1,1
06.08.2021 00:00:42.386,6.46149,6.460850000000001,1,1
06.08.2021 00:00:42.487,6.461530000000001,6.460850000000001,1.57,1
06.08.2021 00:00:46.126,6.46157,6.460850000000001,1,1.5
06.08.2021 00:00:46.177,6.46157,6.460850000000001,1,1.75
06.08.2021 00:00:46.351,6.4615800000000005,6.460850000000001,1,1.75
06.08.2021 00:00:46.452,6.46159,6.46086,1,1.75
06.08.2021 00:00:46.839,6.46157,6.46086,1,1.75
06.08.2021 00:00:47.641,6.46152,6.46086,1,1.75
06.08.2021 00:00:51.695,6.46152,6.46092,1,1
06.08.2021 00:00:51.745,6.461530000000001,6.460850000000001,1,1
06.08.2021 00:00:51.846,6.46152,6.46091,1,1
06.08.2021 00:00:52.499,6.46155,6.46091,1,1
06.08.2021 00:00:52.834,6.46155,6.46093,1,1
06.08.2021 00:00:52.885,6.46157,6.460850000000001,1,1
06.08.2021 00:00:52.986,6.46159,6.460850000000001,1,1
06.08.2021 00:00:53.036,6.46156,6.4608300000000005,1,1
06.08.2021 00:00:53.703,6.46152,6.4608300000000005,1,1
06.08.2021 00:00:54.893,6.46152,6.46084,1,1
06.08.2021 00:00:55.027,6.46159,6.460850000000001,1,1
06.08.2021 00:00:55.790,6.461600000000001,6.460940000000001,1,1
06.08.2021 00:00:55.840,6.46159,6.460850000000001,1,1
06.08.2021 00:00:55.890,6.46156,6.4608300000000005,1,1
06.08.2021 00:00:56.160,6.461530000000001,6.46084,1,1
06.08.2021 00:00:56.704,6.461530000000001,6.460940000000001,1,1
06.08.2021 00:00:56.982,6.46154,6.4608300000000005,1,1
06.08.2021 00:00:57.463,6.46154,6.46084,1,1
06.08.2021 00:00:58.013,6.46154,6.46095,1,1
06.08.2021 00:00:59.567,6.46154,6.46093,1,1
06.08.2021 00:01:01.195,6.46154,6.46092,1,1
06.08.2021 00:01:01.909,6.461530000000001,6.460850000000001,1,1
06.08.2021 00:01:02.306,6.46156,6.460850000000001,1.5,1
06.08.2021 00:01:02.356,6.46155,6.4608300000000005,1,1
06.08.2021 00:01:02.463,6.46145,6.46084,1,1
06.08.2021 00:01:02.564,6.461530000000001,6.46084,1,1
06.08.2021 00:01:03.184,6.46154,6.46084,1,1
06.08.2021 00:01:03.285,6.46155,6.4608300000000005,1,1
06.08.2021 00:01:07.324,6.46154,6.46082,1,1
06.08.2021 00:01:10.420,6.46156,6.46082,1,1
06.08.2021 00:01:10.723,6.46155,6.46081,1,1
06.08.2021 00:01:10.774,6.46155,6.460940000000001,1,1
06.08.2021 00:01:11.263,6.461600000000001,6.460940000000001,1,1
06.08.2021 00:01:11.367,6.4615800000000005,6.460940000000001,1,1
06.08.2021 00:01:11.518,6.46155,6.46095,1,1
06.08.2021 00:01:11.889,6.46156,6.46081,1,1
06.08.2021 00:01:12.283,6.46155,6.46084,1,1
06.08.2021 00:01:12.592,6.46157,6.46084,1,1
06.08.2021 00:01:12.643,6.46156,6.4608300000000005,1,1
06.08.2021 00:01:12.944,6.46156,6.46082,1,1
06.08.2021 00:01:12.995,6.46159,6.4608300000000005,1.5,1
06.08.2021 00:01:13.153,6.46155,6.4608300000000005,1,1
06.08.2021 00:01:13.671,6.46157,6.4608300000000005,1,1
06.08.2021 00:01:14.106,6.46155,6.46082,1,1
06.08.2021 00:01:14.226,6.46155,6.46095,1,1
06.08.2021 00:01:14.276,6.46146,6.4608,1,1
06.08.2021 00:01:14.327,6.46152,6.4608,1,1
06.08.2021 00:01:14.444,6.4615100000000005,6.46092,1,1
06.08.2021 00:01:14.545,6.46149,6.46092,1,1
06.08.2021 00:01:14.852,6.46152,6.46092,1,1
06.08.2021 00:01:14.902,6.46156,6.46095,1,1
06.08.2021 00:01:16.329,6.46155,6.4608300000000005,1,1
06.08.2021 00:01:17.233,6.46155,6.46095,1,1
06.08.2021 00:01:17.283,6.46152,6.4608300000000005,1,1
06.08.2021 00:01:17.334,6.46147,6.46082,1,1
06.08.2021 00:01:17.384,6.461530000000001,6.46082,1,1
06.08.2021 00:01:18.984,6.46156,6.46082,1.5,1
06.08.2021 00:01:19.130,6.461530000000001,6.46081,1,1
06.08.2021 00:01:19.940,6.46154,6.46084,1,1
06.08.2021 00:01:20.041,6.46152,6.4608300000000005,1,1
06.08.2021 00:01:29.817,6.46146,6.46084,1,1
06.08.2021 00:01:29.867,6.46152,6.4608300000000005,1.5,1
06.08.2021 00:01:31.524,6.4615100000000005,6.4607600000000005,1,1
06.08.2021 00:01:32.410,6.461430000000001,6.4607600000000005,1,1
06.08.2021 00:01:32.674,6.4615,6.46075,1,1
06.08.2021 00:01:32.724,6.461430000000001,6.4607600000000005,1,1
06.08.2021 00:01:34.145,6.4615100000000005,6.4607600000000005,1,1
06.08.2021 00:01:42.368,6.4615,6.46075,1,1.5
06.08.2021 00:01:42.469,6.46147,6.460780000000001,1,1
06.08.2021 00:01:42.968,6.461480000000001,6.46084,1,1
06.08.2021 00:01:43.018,6.46147,6.460780000000001,1,1
06.08.2021 00:01:43.595,6.46146,6.46077,1,1
06.08.2021 00:01:43.839,6.46147,6.460780000000001,1,1
06.08.2021 00:01:43.889,6.46146,6.46077,1,1
06.08.2021 00:01:44.089,6.461480000000001,6.46077,1.12,1
06.08.2021 00:01:45.082,6.46142,6.46077,1,1
06.08.2021 00:01:46.236,6.46142,6.4607600000000005,1,1.5
06.08.2021 00:01:46.286,6.4614400000000005,6.46074,1,1
06.08.2021 00:01:46.337,6.46141,6.46071,1,1
06.08.2021 00:01:46.387,6.46136,6.46088,1,1
06.08.2021 00:01:46.781,6.46142,6.46087,1,1
06.08.2021 00:01:47.376,6.46141,6.4608,2.32,1
06.08.2021 00:01:47.783,6.46141,6.46089,1.57,1
06.08.2021 00:01:48.283,6.46142,6.4606900000000005,1.57,1
06.08.2021 00:01:48.334,6.46141,6.4609000000000005,1.57,1
06.08.2021 00:01:48.434,6.46142,6.46079,1.57,1
06.08.2021 00:01:48.485,6.46142,6.46095,1.1,1
06.08.2021 00:01:49.619,6.46142,6.46072,1.1,1.1
06.08.2021 00:01:49.669,6.46141,6.46095,1.1,1
06.08.2021 00:01:51.046,6.46142,6.4608300000000005,1.1,1
06.08.2021 00:01:51.097,6.46142,6.46093,1.1,1
06.08.2021 00:01:55.126,6.46141,6.46077,1.1,1
06.08.2021 00:01:56.516,6.46141,6.46093,1.1,1
06.08.2021 00:01:58.059,6.46142,6.4607600000000005,1.1,1
06.08.2021 00:01:58.110,6.46142,6.4609000000000005,1.1,1
06.08.2021 00:02:00.050,6.46142,6.46088,1.1,1
06.08.2021 00:02:00.255,6.46141,6.46077,1.1,1
06.08.2021 00:02:00.305,6.46141,6.46084,1.1,1
06.08.2021 00:02:00.356,6.4615,6.46075,1.5,1
06.08.2021 00:02:00.457,6.46149,6.46074,1.5,1
06.08.2021 00:02:00.810,6.461340000000001,6.460730000000001,1.1,1
06.08.2021 00:02:01.288,6.461340000000001,6.46079,1.1,1
06.08.2021 00:02:02.502,6.461340000000001,6.4606900000000005,1.1,1
06.08.2021 00:02:02.552,6.46133,6.4608300000000005,1.1,1
06.08.2021 00:02:04.482,6.461380000000001,6.4608300000000005,1.1,1
06.08.2021 00:02:04.569,6.461380000000001,6.460730000000001,1.1,1
06.08.2021 00:02:11.401,6.46133,6.46088,1.1,1
06.08.2021 00:02:13.355,6.46132,6.46082,1.1,1
06.08.2021 00:02:13.406,6.46132,6.460940000000001,1.1,1
06.08.2021 00:02:13.475,6.46132,6.46082,1.1,1
06.08.2021 00:02:13.619,6.46132,6.46091,1.1,1
06.08.2021 00:02:14.358,6.46132,6.46082,1.1,1
06.08.2021 00:02:14.408,6.46132,6.4609000000000005,1.1,1
06.08.2021 00:02:14.459,6.46133,6.4608,1.1,1
06.08.2021 00:02:18.503,6.46132,6.4608,1.1,1.1
06.08.2021 00:02:18.623,6.46133,6.46093,1.1,1
06.08.2021 00:02:22.060,6.46132,6.46093,1.1,1
06.08.2021 00:02:22.250,6.46132,6.46091,1.1,1
06.08.2021 00:02:22.301,6.46133,6.46079,1.1,1
06.08.2021 00:02:23.390,6.46132,6.46088,1.1,1
06.08.2021 00:02:26.625,6.46132,6.4608300000000005,1.1,1
06.08.2021 00:02:26.829,6.46133,6.46086,1.1,1
06.08.2021 00:02:36.449,6.46132,6.46084,1.1,1
06.08.2021 00:02:36.550,6.46132,6.460850000000001,1.1,1
06.08.2021 00:02:36.856,6.46133,6.4608300000000005,1.1,1
06.08.2021 00:02:39.589,6.46133,6.46084,1.1,1
06.08.2021 00:02:40.567,6.46133,6.46087,1.1,1
06.08.2021 00:02:40.668,6.46132,6.46089,1.1,1
06.08.2021 00:02:41.492,6.46132,6.46088,1.1,1.5
06.08.2021 00:02:41.593,6.46132,6.460850000000001,1.1,1.5
06.08.2021 00:02:45.366,6.46132,6.4608300000000005,1.1,1.5
06.08.2021 00:02:45.416,6.46133,6.46084,1.1,1
06.08.2021 00:02:50.610,6.46133,6.46082,1.1,1
06.08.2021 00:02:57.881,6.46133,6.46081,1.1,1
06.08.2021 00:02:58.341,6.46133,6.46079,1.1,1
06.08.2021 00:02:58.622,6.46133,6.4607600000000005,1.1,1
06.08.2021 00:03:01.434,6.46133,6.46081,1.1,1
06.08.2021 00:03:01.535,6.46132,6.46086,1.1,1
06.08.2021 00:03:05.509,6.46132,6.460850000000001,1.1,1
06.08.2021 00:03:05.617,6.46132,6.46081,1.1,1.5
06.08.2021 00:03:11.370,6.46131,6.46081,1.1,1.5
06.08.2021 00:03:13.552,6.46131,6.46091,1.1,1
06.08.2021 00:03:14.105,6.46132,6.46092,1.1,1
06.08.2021 00:03:14.703,6.46132,6.460850000000001,1.1,1
06.08.2021 00:03:16.660,6.46131,6.46096,1.1,1
06.08.2021 00:03:16.711,6.46132,6.46093,1.1,1
06.08.2021 00:03:17.693,6.46132,6.46084,1.1,1
06.08.2021 00:03:17.980,6.46131,6.46091,1.1,1
06.08.2021 00:03:18.278,6.46131,6.460850000000001,1.1,1
06.08.2021 00:03:19.961,6.46132,6.460940000000001,1.1,1
06.08.2021 00:03:20.136,6.46132,6.46084,1.1,1.1
06.08.2021 00:03:22.176,6.46131,6.46096,1.1,1
06.08.2021 00:03:24.012,6.46131,6.460940000000001,1.1,1
06.08.2021 00:03:24.105,6.46132,6.46084,1.1,1
06.08.2021 00:03:24.206,6.46131,6.46093,1.1,1
06.08.2021 00:03:27.481,6.46132,6.46089,1.1,1
06.08.2021 00:03:30.501,6.4614400000000005,6.46089,1,1
06.08.2021 00:03:31.472,6.46154,6.46089,1,1
06.08.2021 00:03:32.522,6.461530000000001,6.46081,1,1
06.08.2021 00:03:32.572,6.46154,6.46088,1,1
06.08.2021 00:03:32.772,6.46155,6.46088,1.57,1
06.08.2021 00:03:34.508,6.46154,6.46093,1.57,1
06.08.2021 00:03:34.651,6.46155,6.46089,1.57,1
06.08.2021 00:03:34.832,6.46155,6.46082,1.57,1.1
06.08.2021 00:03:35.519,6.46155,6.46082,1.57,1.1
06.08.2021 00:03:35.769,6.46154,6.4608300000000005,1.57,1.1
06.08.2021 00:03:35.820,6.46154,6.46087,1,1
06.08.2021 00:03:38.173,6.46154,6.4608,1,1.1
06.08.2021 00:03:45.958,6.46154,6.46087,1.1,1.5
06.08.2021 00:03:46.059,6.46155,6.46095,1.1,1
06.08.2021 00:03:46.160,6.46155,6.460990000000001,1.1,1
06.08.2021 00:03:47.081,6.46154,6.46096,1.1,1
06.08.2021 00:03:47.187,6.46155,6.46093,1.1,1
