time,ask_open,bid_open,ask_close,bid_close,ask_high,bid_high,ask_low,bid_low,spread_open,spread_close,ask_volume,bid_volume,tick_volume,correct_trades,max_rets,min_rets,naieve_buy_rets,naieve_sell_rets,border_correct_trades,border_max_rets,border_min_rets
2021-06-24 00:00:00,3.79913,3.79492,3.79871,3.79532,3.79993,3.79532,3.79797,3.79432,0.004210000000000047,0.003390000000000004,260740000.00959998,224120000.0048,192,hold,0.0,-0.0014785257964536184,-0.00100286118137576,-0.0009987035299821763,hold,0.0,-0.00100286118137576
2021-06-24 00:10:00,3.79872,3.7953099999999997,3.7984300000000006,3.7948,3.79953,3.796040000000001,3.7984300000000006,3.7948,0.003410000000000135,0.0036300000000006882,151000000.0,166360000.0144,126,hold,0.0,-0.0012448908154429367,-0.0010319265436778504,-0.0008220672356147193,hold,0.0,-0.0010319265436778504
2021-06-24 00:20:00,3.79842,3.79481,3.79861,3.795080000000001,3.79906,3.7951800000000007,3.79798,3.79439,0.003610000000000113,0.003529999999999145,139000000.0,191740000.00959998,131,hold,0.0,-0.0012307643652866341,-0.0008793129775009694,-0.0010013676574057793,hold,0.0,-0.0010013676574057793
2021-06-24 00:30:00,3.7986199999999997,3.7950199999999996,3.7992,3.79544,3.79975,3.79627,3.7982099999999996,3.79473,0.0036000000000000476,0.0037599999999997635,202000000.0,243360000.01439998,185,hold,0.0,-0.00132288726734182,-0.0008371461214860968,-0.0011014434706537238,hold,0.0,-0.0011014434706537238
2021-06-24 00:40:00,3.7991599999999996,3.79544,3.798880000000001,3.7951099999999998,3.79933,3.795490000000001,3.79884,3.7951099999999998,0.0037199999999995015,0.0037700000000011613,102000000.0,147000000.0,100,hold,0.0,-0.0011107221536429087,-0.0010660251213425829,-0.0009063507788295364,hold,0.0,-0.0010660251213425829
2021-06-24 00:50:00,3.79886,3.7951099999999998,3.79835,3.79478,3.7990199999999996,3.7953099999999997,3.79777,3.79391,0.003750000000000142,0.003570000000000295,243500000.0,348600000.024,239,hold,0.0,-0.001345083732120317,-0.0010740064124500728,-0.0008537301949088047,hold,0.0,-0.0010740064124500728
2021-06-24 01:00:00,3.79831,3.79478,3.79926,3.7954199999999996,3.7993099999999997,3.795630000000001,3.7981199999999995,3.79419,0.003530000000000033,0.0038400000000002876,174000000.0,228600000.024,169,hold,0.0,-0.0013476131192242254,-0.0007608647003536523,-0.0011805690975498025,hold,0.0,-0.0011805690975498025
2021-06-24 01:10:00,3.79919,3.7954199999999996,3.79955,3.79595,3.80016,3.796240000000001,3.799030000000001,3.7954199999999996,0.003770000000000273,0.0036000000000000476,106000000.0,153620000.0048,105,hold,0.0,-0.001248873642442842,-0.0008528133628483729,-0.0010881536167276378,hold,0.0,-0.0010881536167276378
2021-06-24 01:20:00,3.79948,3.79595,3.7996,3.7957800000000006,3.79985,3.79612,3.79904,3.79525,0.003530000000000033,0.0038199999999992684,155000000.0,216980000.0192,151,hold,0.0,-0.0012120413674989478,-0.000973817469758854,-0.0009615511268588709,hold,0.0,-0.0009615511268588709
2021-06-24 01:30:00,3.7995800000000006,3.7959300000000007,3.80229,3.7986199999999997,3.80259,3.7988199999999996,3.7995800000000006,3.7959300000000007,0.003649999999999931,0.003670000000000506,355500000.0,441860000.0144,330,hold,0.0,-0.0017545107523055537,-0.0002526595044717995,-0.0016754787364359923,hold,0.0,-0.0016754787364359923
2021-06-24 01:40:00,3.80231,3.7986199999999997,3.8006,3.7969300000000006,3.80272,3.79912,3.8005699999999996,3.7969300000000006,0.003690000000000193,0.003669999999999618,166500000.0,224240000.00959998,164,hold,0.0,-0.0015225943535151934,-0.001414929345581837,-0.000521241924699111,hold,0.0,-0.001414929345581837
2021-06-24 01:50:00,3.800640000000001,3.79694,3.80021,3.79661,3.800980000000001,3.797130000000001,3.80001,3.79642,0.0037000000000007027,0.0036000000000000476,228500000.0,332120000.00479996,227,hold,0.0,-0.001199690606107111,-0.0010603477309087646,-0.0008612198243848104,hold,0.0,-0.0010603477309087646
2021-06-24 02:00:00,3.80015,3.79661,3.80055,3.7968,3.8011199999999996,3.7972599999999996,3.7996199999999996,3.796040000000001,0.0035400000000000986,0.003749999999999698,252500000.0,360500000.0,250,hold,0.0,-0.0013382366887595071,-0.0008815441495729753,-0.0010377679034717958,hold,0.0,-0.0010377679034717958
