time,ask_open,bid_open,ask_close,bid_close,ask_high,bid_high,ask_low,bid_low,spread_open,spread_close,ask_volume,bid_volume,tick_volume,correct_trades,max_rets,min_rets,naieve_buy_rets,naieve_sell_rets,border_correct_trades,border_max_rets,border_min_rets
2021-06-24 03:00:00,0.75753,0.75743,0.75757,0.75747,0.75758,0.75749,0.7575000000000001,0.75741,9.999999999998899e-05,9.999999999998899e-05,42890000.3432,30500000.0,27,hold,0.0,-0.00022444910946515557,-7.920478396903094e-05,-0.00018483556236209016,hold,0.0,-0.00018483556236209016
2021-06-24 03:02:00,0.7575600000000001,0.75746,0.75764,0.75752,0.75765,0.75754,0.7575600000000001,0.75746,0.00010000000000010001,0.00012000000000000899,66140000.3432,36190000.1765,28,hold,0.0,-0.00025083832809656416,-5.2801098263043215e-05,-0.00023763631082823907,hold,0.0,-0.00023763631082823907
2021-06-24 03:04:00,0.75763,0.75754,0.75769,0.7576,0.7577200000000001,0.75763,0.7575600000000001,0.75747,9.00000000000345e-05,8.999999999992347e-05,46560000.1811,41619999.8856,38,buy,9.240192195984934e-05,-0.00033004607443210096,-3.959716484296357e-05,-0.00019800934604111134,hold,0.0,-0.00019800934604111134
2021-06-24 03:06:00,0.7577,0.7576,0.7576700000000001,0.75759,0.7577200000000001,0.75763,0.7576,0.7575000000000001,9.999999999998899e-05,8.000000000008001e-05,112629999.75729999,82620000.00479999,82,sell,3.959716484296357e-05,-0.0002903447183656205,-0.00014517619110473076,-9.23970432946337e-05,hold,0.0,-0.00014517619110473076
2021-06-24 03:08:00,0.7576700000000001,0.75758,0.7577200000000001,0.75759,0.7577600000000001,0.75768,0.7576100000000001,0.75753,9.00000000000345e-05,0.0001300000000000745,127460000.63450001,68570000.1716,65,buy,9.239582370864094e-05,-0.0003036183385477321,-0.00010558686499410033,-0.00018479896512583354,hold,0.0,-0.00018479896512583354
2021-06-24 03:10:00,0.7577200000000001,0.7576,0.7577,0.75758,0.7577200000000001,0.7576100000000001,0.7576,0.75752,0.00012000000000000899,0.00012000000000000899,88920000.3147,64730000.2575,55,sell,1.3199403387053378e-05,-0.00026394974396886576,-0.0001847648207781621,-0.00013199577613514914,hold,0.0,-0.0001847648207781621
2021-06-24 03:12:00,0.75768,0.75758,0.75763,0.75754,0.75768,0.75759,0.7576100000000001,0.7575100000000001,9.999999999998899e-05,9.00000000000345e-05,93340000.0333,89050000.07169999,73,hold,0.0,-0.00022441947961068822,-0.0001847745750185157,-6.599963040206248e-05,hold,0.0,-0.0001847745750185157
2021-06-24 03:14:00,0.7576200000000001,0.7575100000000001,0.75764,0.75754,0.75778,0.7576700000000001,0.75758,0.75749,0.00010999999999994348,9.999999999998899e-05,128350000.382,101150000.45289999,90,buy,0.00011879933472377108,-0.0003828433378658629,-0.0001055938333202397,-0.000171614896172793,hold,0.0,-0.000171614896172793
2021-06-24 03:16:00,0.75764,0.75754,0.75768,0.75757,0.75768,0.75758,0.75763,0.75752,9.999999999998899e-05,0.0001100000000000545,32139999.9858,22940000.0572,17,hold,0.0,-0.00021121554546421083,-9.239216514441489e-05,-0.00018480872297176254,hold,0.0,-0.00018480872297176254
2021-06-24 03:18:00,0.7576700000000001,0.75757,0.7576200000000001,0.75752,0.7576700000000001,0.75757,0.7576200000000001,0.75752,0.00010000000000010001,0.00010000000000010001,31080000.162299998,26119999.8856,20,hold,0.0,-0.00019797537186386487,-0.00019797537186386487,-6.600050160395147e-05,hold,0.0,-0.00019797537186386487
2021-06-24 03:20:00,0.7576200000000001,0.7575100000000001,0.7575500000000001,0.75744,0.7576200000000001,0.7575100000000001,0.75754,0.75744,0.00010999999999994348,0.0001100000000000545,50210000.5154,35880000.1145,28,hold,0.0,-0.00023758612497039278,-0.00023758612497039278,-5.2804583437748646e-05,hold,0.0,-0.00023758612497039278
2021-06-24 03:22:00,0.7575500000000001,0.7574500000000001,0.7576600000000001,0.75753,0.7576700000000001,0.7575600000000001,0.75754,0.75743,9.999999999998899e-05,0.0001300000000000745,80710000.2766,59530000.0906,41,buy,2.6401246138990713e-05,-0.0003168609640495068,-2.640089763054584e-05,-0.0002772460228398488,hold,0.0,-0.0002772460228398488
2021-06-24 03:24:00,0.75765,0.75754,0.7576200000000001,0.7575100000000001,0.7577,0.75759,0.7576100000000001,0.7575100000000001,0.0001100000000000545,0.00010999999999994348,46590000.272,32760000.2288,26,hold,0.0,-0.0002507588755442952,-0.000184781891374537,-0.00010560498455537663,hold,0.0,-0.000184781891374537
2021-06-24 03:26:00,0.7576200000000001,0.7575100000000001,0.7576,0.7575100000000001,0.75763,0.75753,0.7575600000000001,0.75746,0.00010999999999994348,8.999999999992347e-05,38680000.066700004,44660000.085899994,33,hold,0.0,-0.00022438393411032228,-0.00014519152081510976,-0.00011881031273504437,hold,0.0,-0.00014519152081510976
2021-06-24 03:28:00,0.7576,0.75749,0.75763,0.7575000000000001,0.75768,0.7575600000000001,0.7576,0.75749,0.0001100000000000545,0.00012999999999996348,37419999.480000004,30140000.3432,21,hold,0.0,-0.00025082839377420625,-0.00013199577613514914,-0.00018482092172837793,hold,0.0,-0.00018482092172837793
2021-06-24 03:30:00,0.7576100000000001,0.7575000000000001,0.75759,0.75748,0.7576200000000001,0.75752,0.75757,0.75747,0.0001100000000000545,0.00010999999999994348,39000000.1192,57780000.0906,25,hold,0.0,-0.00019798843747537617,-0.00017159224403066813,-0.00011881188118801777,hold,0.0,-0.00017159224403066813
2021-06-24 03:32:00,0.75759,0.75748,0.75758,0.75748,0.75763,0.75752,0.75758,0.75748,0.00010999999999994348,9.999999999998899e-05,20120000.0048,36000000.0,17,hold,0.0,-0.0001979858242149644,-0.0001451972702912439,-0.0001320166869092108,hold,0.0,-0.0001451972702912439
