,time,open,high,low,close,tick_volume,spread,real_volume
0,2021.08.27 00:00,1.17514,1.17514,1.17506,1.17506,3,0,0
1,2021.08.27 00:01,1.17508,1.17509,1.17506,1.17508,8,0,0
2,2021.08.27 00:02,1.17508,1.17511,1.17508,1.17511,3,0,0
3,2021.08.27 00:03,1.1751,1.17511,1.1751,1.17511,2,0,0
4,2021.08.27 00:04,1.17511,1.17515,1.17511,1.17515,3,0,0
5,2021.08.27 00:05,1.17515,1.17516,1.17511,1.17513,15,0,0
6,2021.08.27 00:06,1.17511,1.17514,1.1751,1.17511,6,0,0
7,2021.08.27 00:07,1.17514,1.17514,1.17511,1.17514,3,0,0
8,2021.08.27 00:08,1.17509,1.17509,1.17506,1.17506,3,0,0
9,2021.08.27 00:09,1.17511,1.17511,1.17506,1.17511,9,0,0
10,2021.08.27 00:10,1.17506,1.17511,1.17506,1.17511,3,0,0
11,2021.08.27 00:11,1.17507,1.17511,1.17507,1.17511,5,0,0
12,2021.08.27 00:12,1.17513,1.17516,1.17508,1.17516,8,0,0
13,2021.08.27 00:13,1.17511,1.17554,1.17511,1.17543,21,0,0
14,2021.08.27 00:14,1.17542,1.17552,1.17538,1.17552,40,0,0
15,2021.08.27 00:15,1.17551,1.17552,1.17549,1.17549,18,0,0
16,2021.08.27 00:16,1.17548,1.17552,1.17548,1.17552,10,0,0
17,2021.08.27 00:17,1.17548,1.17548,1.17542,1.17545,7,0,0
18,2021.08.27 00:18,1.17548,1.17548,1.17544,1.17547,6,0,0
19,2021.08.27 00:19,1.17547,1.17548,1.17544,1.17544,5,0,0
20,2021.08.27 00:20,1.17544,1.17548,1.17538,1.17538,7,0,0
21,2021.08.27 00:21,1.17538,1.17548,1.17538,1.17548,2,0,0
22,2021.08.27 00:22,1.17538,1.17548,1.17535,1.17546,10,0,0
23,2021.08.27 00:23,1.17545,1.17546,1.17535,1.17545,6,0,0
24,2021.08.27 00:24,1.1755,1.1755,1.17545,1.17549,4,0,0
25,2021.08.27 00:25,1.1755,1.1755,1.1753,1.1753,6,0,0
26,2021.08.27 00:26,1.1755,1.1755,1.1753,1.17539,4,0,0
27,2021.08.27 00:27,1.1754,1.17548,1.1754,1.17547,8,0,0
28,2021.08.27 00:28,1.17547,1.17547,1.17536,1.17545,5,0,0
29,2021.08.27 00:29,1.17545,1.17545,1.17539,1.17545,5,0,0
30,2021.08.27 00:30,1.17546,1.17546,1.17545,1.17546,11,0,0
31,2021.08.27 00:31,1.17546,1.17546,1.17545,1.17546,3,0,0
32,2021.08.27 00:32,1.17546,1.17546,1.17538,1.17538,15,0,0
33,2021.08.27 00:33,1.17548,1.17548,1.1753,1.17545,28,0,0
34,2021.08.27 00:34,1.17541,1.17546,1.17541,1.17544,9,0,0
35,2021.08.27 00:35,1.17543,1.17545,1.1754,1.17545,8,0,0
36,2021.08.27 00:36,1.17546,1.1755,1.17545,1.17547,6,0,0
37,2021.08.27 00:37,1.17548,1.17548,1.17546,1.17546,9,0,0
38,2021.08.27 00:38,1.17546,1.17548,1.17539,1.17548,10,0,0
39,2021.08.27 00:39,1.17547,1.17548,1.17544,1.17546,15,0,0
40,2021.08.27 00:40,1.17547,1.17547,1.17546,1.17547,3,0,0
41,2021.08.27 00:41,1.17546,1.17548,1.17524,1.17546,11,0,0
42,2021.08.27 00:42,1.17547,1.17547,1.17545,1.17545,3,0,0
43,2021.08.27 00:43,1.17547,1.17547,1.17541,1.17541,9,0,0
44,2021.08.27 00:44,1.17547,1.17547,1.17525,1.17538,5,0,0
45,2021.08.27 00:45,1.17541,1.17547,1.17524,1.17539,12,0,0
46,2021.08.27 00:46,1.17546,1.17546,1.17524,1.17542,9,0,0
47,2021.08.27 00:47,1.17541,1.17542,1.1754,1.1754,10,0,0
48,2021.08.27 00:48,1.17546,1.17546,1.1754,1.17541,5,0,0
49,2021.08.27 00:49,1.17543,1.17543,1.17538,1.17542,16,0,0
50,2021.08.27 00:50,1.17542,1.17544,1.1754,1.17543,15,0,0
51,2021.08.27 00:51,1.17548,1.17548,1.17538,1.17547,17,0,0
52,2021.08.27 00:52,1.17547,1.17547,1.17534,1.17541,14,0,0
53,2021.08.27 00:53,1.17545,1.17545,1.1754,1.17545,3,0,0
54,2021.08.27 00:54,1.17545,1.17545,1.17536,1.17542,4,0,0
55,2021.08.27 00:55,1.17542,1.17542,1.17539,1.17541,5,0,0
56,2021.08.27 00:56,1.17541,1.17541,1.17541,1.17541,1,0,0
57,2021.08.27 00:57,1.17543,1.17546,1.17529,1.17546,33,0,0
58,2021.08.27 00:58,1.17546,1.17546,1.17538,1.17541,14,0,0
59,2021.08.27 00:59,1.17542,1.17545,1.17525,1.17543,7,0,0
60,2021.08.27 01:00,1.17539,1.17549,1.17532,1.17543,20,0,0
61,2021.08.27 01:01,1.17541,1.17542,1.17534,1.17542,16,0,0
62,2021.08.27 01:02,1.17546,1.17546,1.17535,1.17537,14,0,0
63,2021.08.27 01:03,1.17537,1.17543,1.17537,1.17542,14,0,0
64,2021.08.27 01:04,1.17542,1.17543,1.17541,1.17541,6,0,0
65,2021.08.27 01:05,1.17541,1.17543,1.17541,1.17543,9,0,0
66,2021.08.27 01:06,1.17544,1.17545,1.17543,1.17543,7,0,0
67,2021.08.27 01:07,1.17544,1.17548,1.17544,1.17545,4,0,0
68,2021.08.27 01:08,1.17545,1.17545,1.17544,1.17544,2,0,0
69,2021.08.27 01:09,1.17543,1.17544,1.17543,1.17544,2,0,0
70,2021.08.27 01:10,1.17544,1.17545,1.17544,1.17544,3,0,0
71,2021.08.27 01:11,1.17544,1.17549,1.17543,1.17549,6,0,0
72,2021.08.27 01:12,1.17546,1.17549,1.17546,1.17549,3,0,0
73,2021.08.27 01:13,1.17548,1.17549,1.17542,1.17544,7,0,0
74,2021.08.27 01:14,1.17544,1.17545,1.17543,1.17543,4,0,0
75,2021.08.27 01:15,1.17544,1.17547,1.17541,1.17545,25,0,0
76,2021.08.27 01:16,1.17545,1.17545,1.17543,1.17543,4,0,0
77,2021.08.27 01:17,1.17544,1.17544,1.17542,1.17542,3,0,0
78,2021.08.27 01:18,1.17542,1.17548,1.17542,1.17547,9,0,0
79,2021.08.27 01:19,1.17547,1.17548,1.17547,1.17548,6,0,0
80,2021.08.27 01:20,1.17548,1.1755,1.17548,1.1755,4,0,0
81,2021.08.27 01:21,1.1755,1.17552,1.1755,1.17551,6,0,0
82,2021.08.27 01:22,1.17553,1.17554,1.1755,1.17554,8,0,0
83,2021.08.27 01:23,1.17551,1.17553,1.17547,1.17548,8,0,0
84,2021.08.27 01:24,1.17548,1.17549,1.17544,1.17544,8,0,0
85,2021.08.27 01:25,1.17544,1.17544,1.17544,1.17544,1,0,0
86,2021.08.27 01:26,1.17545,1.17545,1.17544,1.17544,2,0,0
87,2021.08.27 01:27,1.17544,1.17546,1.17544,1.17546,4,0,0
88,2021.08.27 01:28,1.17546,1.17546,1.17544,1.17544,4,0,0
89,2021.08.27 01:29,1.17544,1.17544,1.17544,1.17544,1,0,0
90,2021.08.27 01:30,1.17544,1.17557,1.17544,1.17554,19,0,0
91,2021.08.27 01:31,1.17554,1.17555,1.1755,1.17553,16,0,0
92,2021.08.27 01:32,1.17553,1.17553,1.17551,1.17552,6,0,0
93,2021.08.27 01:33,1.17552,1.17552,1.17551,1.17551,4,0,0
94,2021.08.27 01:34,1.17553,1.17553,1.17551,1.17551,6,0,0
95,2021.08.27 01:35,1.17551,1.17554,1.17551,1.17554,8,0,0
96,2021.08.27 01:36,1.17554,1.17554,1.17552,1.17552,5,0,0
97,2021.08.27 01:37,1.17552,1.17553,1.17552,1.17553,2,0,0
98,2021.08.27 01:38,1.17553,1.17555,1.17553,1.17554,4,0,0
99,2021.08.27 01:39,1.17554,1.17555,1.17554,1.17554,3,0,0
100,2021.08.27 01:40,1.17554,1.17556,1.17554,1.17554,3,0,0
101,2021.08.27 01:41,1.17554,1.17554,1.17554,1.17554,1,0,0
102,2021.08.27 01:42,1.17554,1.17555,1.17554,1.17554,3,0,0
103,2021.08.27 01:43,1.17554,1.17554,1.17554,1.17554,1,0,0
104,2021.08.27 01:44,1.17555,1.17555,1.17555,1.17555,1,0,0
105,2021.08.27 01:45,1.17553,1.17553,1.1755,1.17553,6,0,0
106,2021.08.27 01:46,1.17553,1.17553,1.17548,1.17549,11,0,0
107,2021.08.27 01:47,1.17548,1.17551,1.17548,1.1755,8,0,0
108,2021.08.27 01:48,1.17551,1.17553,1.1755,1.1755,4,0,0
109,2021.08.27 01:49,1.1755,1.17553,1.1755,1.17553,3,0,0
110,2021.08.27 01:50,1.17553,1.17554,1.17552,1.17552,4,0,0
111,2021.08.27 01:51,1.17552,1.17553,1.1755,1.1755,4,0,0
