,time,open,high,low,close,tick_volume,spread,real_volume
0,2021.08.17 00:00,0.91215,0.91215,0.91212,0.91213,3,0,0
1,2021.08.17 00:01,0.91213,0.91213,0.91197,0.91197,2,0,0
2,2021.08.17 00:02,0.91213,0.91213,0.91194,0.91194,11,0,0
3,2021.08.17 00:03,0.91192,0.91197,0.91192,0.91197,2,0,0
4,2021.08.17 00:04,0.91198,0.91198,0.91193,0.91193,9,0,0
5,2021.08.17 00:05,0.9119,0.912,0.91143,0.91182,18,0,0
6,2021.08.17 00:06,0.912,0.91207,0.91187,0.912,8,0,0
7,2021.08.17 00:07,0.91182,0.91199,0.91182,0.91199,4,0,0
8,2021.08.17 00:08,0.9122,0.9122,0.91215,0.91219,4,0,0
9,2021.08.17 00:09,0.91201,0.91229,0.91201,0.91229,5,0,0
10,2021.08.17 00:10,0.91229,0.91235,0.91213,0.91214,10,0,0
11,2021.08.17 00:11,0.91214,0.91215,0.91205,0.91215,4,0,0
12,2021.08.17 00:12,0.91207,0.91211,0.91203,0.91205,7,0,0
13,2021.08.17 00:13,0.91205,0.91214,0.91203,0.91203,4,0,0
14,2021.08.17 00:14,0.91204,0.91209,0.91203,0.91209,3,0,0
15,2021.08.17 00:15,0.91208,0.91216,0.91201,0.91211,9,0,0
16,2021.08.17 00:16,0.91209,0.91215,0.91208,0.91209,5,0,0
17,2021.08.17 00:17,0.9121,0.9121,0.91209,0.91209,4,0,0
18,2021.08.17 00:18,0.9121,0.91214,0.91209,0.9121,9,0,0
19,2021.08.17 00:19,0.91209,0.91221,0.91207,0.91207,5,0,0
20,2021.08.17 00:20,0.91194,0.91217,0.91192,0.91209,11,0,0
21,2021.08.17 00:21,0.91196,0.9122,0.91193,0.91217,8,0,0
22,2021.08.17 00:22,0.91219,0.91219,0.91204,0.91213,6,0,0
23,2021.08.17 00:23,0.91212,0.91212,0.91202,0.9121,5,0,0
24,2021.08.17 00:24,0.91208,0.9121,0.91196,0.9121,5,0,0
25,2021.08.17 00:25,0.91214,0.91214,0.91213,0.91213,2,0,0
26,2021.08.17 00:26,0.91212,0.91212,0.91211,0.91212,3,0,0
27,2021.08.17 00:27,0.91205,0.91215,0.91205,0.9121,4,0,0
28,2021.08.17 00:28,0.91212,0.91214,0.91204,0.91204,4,0,0
29,2021.08.17 00:29,0.91209,0.91213,0.91207,0.91212,8,0,0
30,2021.08.17 00:30,0.91255,0.91262,0.91251,0.91254,18,0,0
31,2021.08.17 00:31,0.91251,0.91254,0.91247,0.91247,14,0,0
32,2021.08.17 00:32,0.91256,0.91258,0.91254,0.91258,5,0,0
33,2021.08.17 00:33,0.91259,0.91259,0.91254,0.91256,8,0,0
34,2021.08.17 00:34,0.91257,0.91258,0.91251,0.91251,17,0,0
35,2021.08.17 00:35,0.91252,0.91253,0.91251,0.91252,5,0,0
36,2021.08.17 00:36,0.91252,0.91252,0.91247,0.9125,8,0,0
37,2021.08.17 00:37,0.91251,0.91252,0.91247,0.91251,37,0,0
38,2021.08.17 00:38,0.91248,0.91254,0.91241,0.91245,202,0,0
39,2021.08.17 00:39,0.91246,0.91249,0.91242,0.91243,43,0,0
40,2021.08.17 00:40,0.91237,0.9125,0.91233,0.91233,86,0,0
41,2021.08.17 00:41,0.91234,0.91238,0.9123,0.91236,11,0,0
42,2021.08.17 00:42,0.91234,0.91239,0.91231,0.91234,20,0,0
43,2021.08.17 00:43,0.91233,0.91235,0.91225,0.91235,3,0,0
44,2021.08.17 00:44,0.9123,0.9124,0.9123,0.91236,13,0,0
45,2021.08.17 00:45,0.91241,0.9125,0.91231,0.91239,49,0,0
46,2021.08.17 00:46,0.91238,0.91246,0.91238,0.91239,23,0,0
47,2021.08.17 00:47,0.91246,0.91248,0.91239,0.91244,56,0,0
48,2021.08.17 00:48,0.91248,0.91257,0.91241,0.91255,36,0,0
49,2021.08.17 00:49,0.91257,0.91261,0.91236,0.91249,36,0,0
50,2021.08.17 00:50,0.91252,0.91255,0.91235,0.91237,23,0,0
51,2021.08.17 00:51,0.91249,0.91255,0.91249,0.91253,18,0,0
52,2021.08.17 00:52,0.91251,0.91257,0.91248,0.91254,26,0,0
53,2021.08.17 00:53,0.91256,0.91261,0.91254,0.91254,22,0,0
54,2021.08.17 00:54,0.91257,0.91262,0.91252,0.91253,48,0,0
55,2021.08.17 00:55,0.91255,0.91257,0.91253,0.91255,9,0,0
56,2021.08.17 00:56,0.91256,0.91295,0.91243,0.91245,78,0,0
57,2021.08.17 00:57,0.91248,0.91253,0.91231,0.91239,63,0,0
58,2021.08.17 00:58,0.91239,0.91241,0.91227,0.91234,110,0,0
59,2021.08.17 00:59,0.91232,0.91244,0.91229,0.91231,14,0,0
60,2021.08.17 01:00,0.91236,0.91236,0.9121,0.91217,51,0,0
61,2021.08.17 01:01,0.912,0.91234,0.91199,0.91233,14,0,0
62,2021.08.17 01:02,0.91237,0.91237,0.91231,0.91231,7,0,0
63,2021.08.17 01:03,0.91223,0.91223,0.91223,0.91223,1,0,0
64,2021.08.17 01:04,0.91234,0.91238,0.91233,0.91237,15,0,0
65,2021.08.17 01:05,0.91229,0.91238,0.91228,0.91229,12,0,0
66,2021.08.17 01:06,0.91229,0.91239,0.91229,0.91238,5,0,0
67,2021.08.17 01:07,0.91237,0.91238,0.91228,0.91238,14,0,0
68,2021.08.17 01:08,0.91238,0.91238,0.91229,0.91238,3,0,0
69,2021.08.17 01:09,0.91238,0.91238,0.91229,0.91238,3,0,0
70,2021.08.17 01:10,0.91238,0.91238,0.91237,0.91237,2,0,0
71,2021.08.17 01:11,0.91237,0.91237,0.91237,0.91237,1,0,0
72,2021.08.17 01:12,0.91237,0.91237,0.91228,0.91237,3,0,0
73,2021.08.17 01:13,0.91229,0.91238,0.91229,0.91237,4,0,0
74,2021.08.17 01:14,0.91237,0.91237,0.9123,0.9123,2,0,0
75,2021.08.17 01:15,0.91227,0.91242,0.91227,0.91242,11,0,0
76,2021.08.17 01:16,0.91242,0.91242,0.91242,0.91242,1,0,0
77,2021.08.17 01:17,0.91235,0.91242,0.91235,0.91242,2,0,0
78,2021.08.17 01:18,0.91242,0.91242,0.91235,0.91241,5,0,0
