,time,open,high,low,close,tick_volume,spread,real_volume
0,2021.08.11 00:00,1.38359,1.38392,1.38356,1.38392,8,0,0
1,2021.08.11 00:01,1.38364,1.38364,1.38361,1.38361,8,0,0
2,2021.08.11 00:02,1.38292,1.38369,1.38292,1.38369,6,0,0
3,2021.08.11 00:03,1.3837,1.3837,1.38367,1.3837,6,0,0
4,2021.08.11 00:04,1.3837,1.3837,1.38367,1.3837,4,0,0
5,2021.08.11 00:05,1.38367,1.38371,1.38365,1.38368,6,0,0
6,2021.08.11 00:06,1.38368,1.38372,1.38368,1.38372,2,0,0
7,2021.08.11 00:07,1.3838,1.3838,1.3837,1.38373,9,0,0
8,2021.08.11 00:08,1.38372,1.38377,1.38372,1.38377,3,0,0
9,2021.08.11 00:09,1.38373,1.38375,1.38321,1.38375,5,0,0
10,2021.08.11 00:10,1.38323,1.38379,1.38323,1.38379,4,0,0
11,2021.08.11 00:11,1.38378,1.38378,1.38369,1.38369,3,0,0
12,2021.08.11 00:12,1.38371,1.38376,1.38348,1.38351,8,0,0
13,2021.08.11 00:13,1.3835,1.3838,1.38347,1.3838,6,0,0
14,2021.08.11 00:14,1.38377,1.38403,1.3835,1.38403,5,0,0
15,2021.08.11 00:15,1.38352,1.38404,1.38349,1.38349,7,0,0
16,2021.08.11 00:16,1.38403,1.38404,1.38346,1.38355,6,0,0
17,2021.08.11 00:17,1.38262,1.38403,1.38262,1.38356,22,0,0
18,2021.08.11 00:18,1.3835,1.38357,1.3835,1.38351,4,0,0
19,2021.08.11 00:19,1.38346,1.38386,1.38346,1.38348,15,0,0
20,2021.08.11 00:20,1.38351,1.38394,1.38348,1.38355,11,0,0
21,2021.08.11 00:21,1.38374,1.38374,1.38347,1.38359,4,0,0
22,2021.08.11 00:22,1.38363,1.38363,1.38351,1.38357,7,0,0
23,2021.08.11 00:23,1.38372,1.38374,1.38354,1.38357,4,0,0
24,2021.08.11 00:24,1.38385,1.38385,1.3835,1.38351,8,0,0
25,2021.08.11 00:25,1.38272,1.38366,1.38272,1.38366,6,0,0
26,2021.08.11 00:26,1.38353,1.38392,1.38347,1.38347,20,0,0
27,2021.08.11 00:27,1.38348,1.38386,1.38348,1.38361,6,0,0
28,2021.08.11 00:28,1.38353,1.38386,1.38353,1.38372,5,0,0
29,2021.08.11 00:29,1.38386,1.38386,1.38359,1.38359,4,0,0
30,2021.08.11 00:30,1.38362,1.38386,1.38344,1.38357,10,0,0
31,2021.08.11 00:31,1.38359,1.38363,1.38359,1.38361,5,0,0
32,2021.08.11 00:32,1.3836,1.38386,1.38358,1.38358,11,0,0
33,2021.08.11 00:33,1.38358,1.38363,1.38358,1.38361,5,0,0
34,2021.08.11 00:34,1.38362,1.38363,1.38358,1.3836,11,0,0
35,2021.08.11 00:35,1.38359,1.38367,1.38357,1.38357,7,0,0
36,2021.08.11 00:36,1.38354,1.3838,1.38354,1.3838,16,0,0
37,2021.08.11 00:37,1.38377,1.38377,1.38353,1.38372,9,0,0
38,2021.08.11 00:38,1.38355,1.38386,1.38354,1.38354,5,0,0
39,2021.08.11 00:39,1.38299,1.38372,1.38299,1.38371,12,0,0
40,2021.08.11 00:40,1.38371,1.38371,1.38353,1.38354,7,0,0
41,2021.08.11 00:41,1.38386,1.38386,1.3834,1.38379,11,0,0
42,2021.08.11 00:42,1.38376,1.38379,1.38352,1.38357,22,0,0
43,2021.08.11 00:43,1.38353,1.38386,1.38332,1.38352,26,0,0
44,2021.08.11 00:44,1.38356,1.38356,1.38356,1.38356,1,0,0
