,time,open,high,low,close,tick_volume,spread,real_volume
0,2021.08.04 00:00,0.70156,0.70156,0.70139,0.70139,7,0,0
1,2021.08.04 00:01,0.70159,0.70159,0.70089,0.70126,5,0,0
2,2021.08.04 00:02,0.70126,0.70126,0.70119,0.7012,4,0,0
3,2021.08.04 00:04,0.70109,0.70186,0.70108,0.70186,15,0,0
4,2021.08.04 00:05,0.70186,0.702,0.70186,0.70196,16,0,0
5,2021.08.04 00:06,0.702,0.702,0.70196,0.70197,12,0,0
6,2021.08.04 00:07,0.70197,0.702,0.70187,0.70189,4,0,0
7,2021.08.04 00:08,0.70189,0.70201,0.70189,0.70201,5,0,0
8,2021.08.04 00:09,0.70189,0.70201,0.70189,0.70191,8,0,0
9,2021.08.04 00:10,0.70189,0.70201,0.70181,0.70191,17,0,0
10,2021.08.04 00:11,0.70175,0.70192,0.70175,0.70192,4,0,0
11,2021.08.04 00:12,0.70193,0.70193,0.70175,0.70191,6,0,0
12,2021.08.04 00:13,0.70191,0.70192,0.70173,0.70192,3,0,0
13,2021.08.04 00:14,0.70172,0.70192,0.70172,0.70192,9,0,0
14,2021.08.04 00:15,0.70191,0.70192,0.70175,0.70177,6,0,0
15,2021.08.04 00:16,0.70176,0.70192,0.70171,0.70184,10,0,0
16,2021.08.04 00:17,0.70168,0.70185,0.70168,0.70184,4,0,0
17,2021.08.04 00:18,0.70183,0.70184,0.70178,0.70184,10,0,0
18,2021.08.04 00:19,0.70178,0.70185,0.70171,0.70185,11,0,0
19,2021.08.04 00:20,0.70179,0.70184,0.70171,0.70171,4,0,0
20,2021.08.04 00:21,0.70171,0.70171,0.70171,0.70171,1,0,0
21,2021.08.04 00:22,0.70172,0.70189,0.70171,0.70184,7,0,0
22,2021.08.04 00:23,0.70183,0.70184,0.7018,0.7018,4,0,0
23,2021.08.04 00:24,0.7018,0.70182,0.70173,0.70174,4,0,0
24,2021.08.04 00:25,0.70171,0.7019,0.70171,0.70182,8,0,0
25,2021.08.04 00:26,0.70181,0.70183,0.70177,0.70183,6,0,0
26,2021.08.04 00:27,0.70181,0.70184,0.70177,0.70184,7,0,0
27,2021.08.04 00:28,0.70184,0.70189,0.7018,0.7018,7,0,0
28,2021.08.04 00:29,0.70184,0.70185,0.70177,0.7018,7,0,0
29,2021.08.04 00:30,0.7018,0.70189,0.7018,0.70183,9,0,0
30,2021.08.04 00:31,0.70183,0.70184,0.7018,0.70184,4,0,0
31,2021.08.04 00:32,0.7017,0.70184,0.70167,0.7018,9,0,0
32,2021.08.04 00:33,0.70178,0.70178,0.70168,0.70178,3,0,0
33,2021.08.04 00:34,0.70177,0.70179,0.70168,0.70168,8,0,0
34,2021.08.04 00:35,0.70165,0.70166,0.70165,0.70166,2,0,0
35,2021.08.04 00:36,0.70168,0.70181,0.70168,0.70181,7,0,0
36,2021.08.04 00:37,0.70181,0.70184,0.70181,0.70184,2,0,0
37,2021.08.04 00:38,0.70175,0.70184,0.70168,0.70175,6,0,0
38,2021.08.04 00:39,0.70175,0.70185,0.70175,0.70184,7,0,0
39,2021.08.04 00:40,0.70183,0.70184,0.70183,0.70183,5,0,0
40,2021.08.04 00:41,0.70183,0.70183,0.70177,0.70177,2,0,0
41,2021.08.04 00:42,0.70176,0.70184,0.70176,0.70178,7,0,0
42,2021.08.04 00:43,0.70179,0.70185,0.70179,0.70184,5,0,0
43,2021.08.04 00:44,0.70178,0.70184,0.70168,0.70179,5,0,0
44,2021.08.04 00:45,0.70168,0.70179,0.70168,0.70178,9,0,0
45,2021.08.04 00:46,0.70185,0.70189,0.70179,0.70186,7,0,0
46,2021.08.04 00:47,0.70188,0.70188,0.70178,0.70178,3,0,0
47,2021.08.04 00:48,0.70187,0.70192,0.70173,0.70192,5,0,0
48,2021.08.04 00:49,0.70192,0.70193,0.70191,0.70192,8,0,0
49,2021.08.04 00:50,0.70192,0.70193,0.70189,0.70189,4,0,0
50,2021.08.04 00:51,0.70176,0.70189,0.70176,0.70189,7,0,0
51,2021.08.04 00:52,0.70178,0.70189,0.70178,0.70186,4,0,0
52,2021.08.04 00:53,0.70178,0.70187,0.70177,0.70187,7,0,0
53,2021.08.04 00:54,0.70186,0.70186,0.70177,0.70186,9,0,0
54,2021.08.04 00:55,0.70186,0.70187,0.70178,0.70187,8,0,0
55,2021.08.04 00:56,0.70185,0.70187,0.70176,0.70186,13,0,0
56,2021.08.04 00:57,0.70186,0.70186,0.70185,0.70185,2,0,0
57,2021.08.04 00:58,0.70168,0.70186,0.70168,0.70186,7,0,0
58,2021.08.04 00:59,0.7017,0.70186,0.7017,0.70186,6,0,0
59,2021.08.04 01:00,0.70186,0.70188,0.70179,0.7018,22,0,0
60,2021.08.04 01:01,0.70182,0.70187,0.70182,0.70187,6,0,0
61,2021.08.04 01:02,0.70187,0.70189,0.70182,0.70189,7,0,0
62,2021.08.04 01:03,0.70189,0.70193,0.70188,0.70189,19,0,0
63,2021.08.04 01:04,0.70188,0.7019,0.70188,0.7019,6,0,0
