,time,open,high,low,close,tick_volume,spread,real_volume
0,2021.08.17 00:00,109.258,109.258,109.255,109.255,2,0,0
1,2021.08.17 00:01,109.26,109.26,109.251,109.252,5,0,0
2,2021.08.17 00:02,109.251,109.253,109.251,109.253,3,0,0
3,2021.08.17 00:03,109.252,109.253,109.252,109.252,3,0,0
4,2021.08.17 00:04,109.252,109.258,109.251,109.254,7,0,0
5,2021.08.17 00:05,109.254,109.257,109.252,109.254,9,0,0
6,2021.08.17 00:06,109.254,109.256,109.253,109.253,3,0,0
7,2021.08.17 00:07,109.256,109.264,109.254,109.262,30,0,0
8,2021.08.17 00:08,109.261,109.271,109.259,109.268,30,0,0
9,2021.08.17 00:09,109.268,109.271,109.266,109.271,11,0,0
10,2021.08.17 00:10,109.269,109.272,109.266,109.27,16,0,0
11,2021.08.17 00:11,109.265,109.273,109.26,109.271,18,0,0
12,2021.08.17 00:12,109.26,109.275,109.259,109.267,59,0,0
13,2021.08.17 00:13,109.266,109.266,109.257,109.264,17,0,0
14,2021.08.17 00:14,109.271,109.273,109.258,109.266,83,0,0
15,2021.08.17 00:15,109.268,109.276,109.263,109.272,73,0,0
16,2021.08.17 00:16,109.271,109.273,109.262,109.265,87,0,0
17,2021.08.17 00:17,109.271,109.274,109.257,109.269,12,0,0
18,2021.08.17 00:18,109.265,109.274,109.249,109.271,63,0,0
19,2021.08.17 00:19,109.269,109.274,109.255,109.255,20,0,0
20,2021.08.17 00:20,109.255,109.269,109.255,109.263,61,0,0
21,2021.08.17 00:21,109.264,109.273,109.258,109.267,55,0,0
22,2021.08.17 00:22,109.265,109.271,109.254,109.269,17,0,0
23,2021.08.17 00:23,109.267,109.271,109.261,109.271,81,0,0
24,2021.08.17 00:24,109.269,109.269,109.258,109.258,8,0,0
25,2021.08.17 00:25,109.258,109.262,109.252,109.254,9,0,0
26,2021.08.17 00:26,109.261,109.262,109.254,109.255,14,0,0
27,2021.08.17 00:27,109.255,109.255,109.251,109.255,5,0,0
28,2021.08.17 00:28,109.24,109.267,109.24,109.254,7,0,0
29,2021.08.17 00:29,109.254,109.254,109.24,109.254,9,0,0
30,2021.08.17 00:30,109.254,109.263,109.247,109.263,10,0,0
31,2021.08.17 00:31,109.263,109.263,109.256,109.261,17,0,0
32,2021.08.17 00:32,109.261,109.263,109.261,109.261,3,0,0
33,2021.08.17 00:33,109.246,109.264,109.246,109.264,8,0,0
34,2021.08.17 00:34,109.264,109.265,109.258,109.264,8,0,0
35,2021.08.17 00:35,109.264,109.266,109.263,109.265,98,0,0
36,2021.08.17 00:36,109.264,109.265,109.264,109.264,7,0,0
37,2021.08.17 00:37,109.273,109.274,109.258,109.265,8,0,0
38,2021.08.17 00:38,109.265,109.266,109.265,109.266,6,0,0
39,2021.08.17 00:39,109.266,109.273,109.264,109.265,5,0,0
40,2021.08.17 00:40,109.265,109.273,109.263,109.264,10,0,0
41,2021.08.17 00:41,109.263,109.268,109.263,109.265,9,0,0
42,2021.08.17 00:42,109.264,109.268,109.264,109.268,2,0,0
43,2021.08.17 00:43,109.263,109.278,109.263,109.27,18,0,0
44,2021.08.17 00:44,109.278,109.281,109.261,109.268,85,0,0
45,2021.08.17 00:45,109.267,109.269,109.266,109.268,11,0,0
46,2021.08.17 00:46,109.268,109.278,109.266,109.269,6,0,0
47,2021.08.17 00:47,109.269,109.27,109.269,109.269,3,0,0
48,2021.08.17 00:48,109.269,109.278,109.265,109.265,22,0,0
49,2021.08.17 00:49,109.265,109.276,109.265,109.276,14,0,0
50,2021.08.17 00:50,109.275,109.278,109.264,109.265,15,0,0
51,2021.08.17 00:51,109.265,109.271,109.265,109.269,6,0,0
52,2021.08.17 00:52,109.27,109.274,109.267,109.274,5,0,0
53,2021.08.17 00:53,109.269,109.286,109.269,109.274,13,0,0
54,2021.08.17 00:54,109.269,109.272,109.269,109.27,225,0,0
55,2021.08.17 00:55,109.269,109.273,109.269,109.271,61,0,0
56,2021.08.17 00:56,109.272,109.276,109.27,109.276,6,0,0
57,2021.08.17 00:57,109.278,109.281,109.275,109.275,17,0,0
58,2021.08.17 00:58,109.276,109.277,109.269,109.27,12,0,0
59,2021.08.17 00:59,109.27,109.284,109.268,109.268,15,0,0
60,2021.08.17 01:00,109.268,109.268,109.25,109.252,42,0,0
