time,ask_open,bid_open,ask_close,bid_close,ask_high,bid_high,ask_low,bid_low,spread_open,spread_close,ask_volume,bid_volume,tick_volume,correct_trades,max_rets,min_rets,naieve_buy_rets,naieve_sell_rets,border_correct_trades,border_max_rets,border_min_rets
2021-06-24 00:00:00,7.765660000000001,7.7647,7.765969999999999,7.76485,7.76655,7.76573,7.765619999999999,7.76467,0.0009600000000009601,0.0011199999999993437,42430000.3377,41970000.38880001,100,buy,1.4164999059994766e-05,-0.00024212233101984781,-0.00010430536490154211,-0.00016356072997012044,hold,0.0,-0.00016356072997012044
2021-06-24 00:05:00,7.765969999999999,7.764839999999999,7.76594,7.76537,7.76608,7.765480000000001,7.765739999999999,7.76479,0.0011300000000007415,0.0005699999999997374,33880000.1755,30100000.264000006,67,hold,0.0,-0.00016610696773662045,-7.726014908626867e-05,-0.0001416642197393622,hold,0.0,-7.726014908626867e-05
2021-06-24 00:10:00,7.765980000000001,7.765230000000002,7.766160000000001,7.7656399999999985,7.76618,7.76583,7.765739999999999,7.765230000000002,0.0007499999999991402,0.0005200000000025184,37780000.0612,38620000.33260001,62,buy,1.1589365598260269e-05,-0.00012234022688299947,-4.378069477415952e-05,-0.00011976464315924075,hold,0.0,-0.00011976464315924075
2021-06-24 00:15:00,7.766160000000001,7.7656399999999985,7.766060000000001,7.765410000000001,7.766160000000001,7.76565,7.765930000000001,7.765410000000001,0.0005200000000025184,0.0006500000000002615,16490000.0991,19560000.032199997,33,hold,0.0,-9.65728236348502e-05,-9.65728236348502e-05,-5.408440257374171e-05,hold,0.0,-9.65728236348502e-05
2021-06-24 00:20:00,7.76602,7.765410000000001,7.765589999999999,7.76503,7.76602,7.76542,7.76549,7.76492,0.0006099999999991113,0.0005599999999983396,27070000.112899996,26540000.2614,60,hold,0.0,-0.0001416426947136501,-0.00012747842524225077,-2.31797162027023e-05,hold,0.0,-0.00012747842524225077
2021-06-24 00:25:00,7.7656,7.76503,7.7651699999999995,7.764819999999999,7.7656,7.76503,7.76502,7.764689999999999,0.0005699999999997374,0.0003500000000000725,49950000.1381,42210000.30820001,84,sell,1.2878250310056241e-06,-0.00011718347584231438,-0.00010044297929337965,-1.80295504330493e-05,hold,0.0,-0.00010044297929337965
2021-06-24 00:30:00,7.76527,7.764819999999999,7.76512,7.76472,7.76543,7.764819999999999,7.76512,7.76472,0.0004500000000007276,0.00039999999999995595,9620000.0048,7430000.0072,15,hold,0.0,-9.14308673184427e-05,-7.082818755825547e-05,-3.8635795807267786e-05,hold,0.0,-7.082818755825547e-05
2021-06-24 00:35:00,7.76512,7.76472,7.765219999999999,7.7647699999999995,7.765230000000002,7.7648,7.76512,7.76472,0.00039999999999995595,0.0004499999999998394,7050000.0121,5770000.100400001,13,hold,0.0,-6.568169876080643e-05,-4.507335366357152e-05,-6.439382231422677e-05,hold,0.0,-6.439382231422677e-05
2021-06-24 00:40:00,7.765230000000002,7.764780000000001,7.76514,7.76474,7.7652800000000015,7.764780000000001,7.76514,7.764660000000001,0.0004500000000007276,0.00039999999999995595,6230000.108599997,5830000.043300001,15,hold,0.0,-7.984258133647581e-05,-6.31018012347191e-05,-4.6363193805723494e-05,hold,0.0,-6.31018012347191e-05
2021-06-24 00:45:00,7.76514,7.7647699999999995,7.76527,7.7648899999999985,7.76527,7.764910000000001,7.765080000000001,7.764639999999999,0.0003700000000002035,0.0003800000000016013,16619999.9905,18260000.1698,34,hold,0.0,-8.113705207208817e-05,-3.219516969445415e-05,-6.439340766057605e-05,hold,0.0,-6.439340766057605e-05
2021-06-24 00:50:00,7.76527,7.764960000000001,7.7651699999999995,7.76474,7.7652899999999985,7.765010000000001,7.76509,7.764689999999999,0.00030999999999892225,0.0004299999999997084,22980000.0792,17820000.172799997,38,hold,0.0,-7.726691469339714e-05,-6.825261710157708e-05,-2.704456945023118e-05,hold,0.0,-6.825261710157708e-05
2021-06-24 00:55:00,7.765160000000002,7.76474,7.765480000000001,7.76502,7.765480000000001,7.7651,7.765060000000001,7.764689999999999,0.00042000000000186333,0.0004600000000012372,36340000.09380001,32150000.275,58,buy,5.151280221836517e-06,-0.00010174263235262025,-1.8029248592663296e-05,-9.530261154929787e-05,hold,0.0,-9.530261154929787e-05
2021-06-24 01:00:00,7.76547,7.76502,7.765689999999999,7.7654,7.765689999999999,7.7654,7.765389999999999,7.76502,0.0004499999999998394,0.0002899999999996794,25590000.0334,26730000.0797,48,buy,1.287765328014382e-06,-8.628438819211082e-05,-9.014264429585652e-06,-8.628438819211082e-05,hold,0.0,-8.628438819211082e-05
