time,ask_open,bid_open,ask_close,bid_close,ask_high,bid_high,ask_low,bid_low,spread_open,spread_close,ask_volume,bid_volume,tick_volume,correct_trades,max_rets,min_rets,naieve_buy_rets,naieve_sell_rets,border_correct_trades,border_max_rets,border_min_rets
2021-06-24 00:00:00,1.23059,1.2304700000000002,1.23048,1.23035,1.23062,1.23052,1.23031,1.2302,0.00011999999999989797,0.00012999999999996348,191470000.5062,188130002.73520005,146,sell,0.00017065955856064384,-0.0003412913815800872,-0.00019502840101091182,-8.126975870881424e-06,hold,0.0,-0.00019502840101091182
2021-06-24 00:03:00,1.2304700000000002,1.2303700000000002,1.2302700000000002,1.2301700000000002,1.23053,1.23043,1.23022,1.23012,9.999999999998899e-05,9.999999999998899e-05,95670000.19529998,75370000.36250001,59,sell,0.0001706720414812882,-0.0003331897637601679,-0.00024380927613023228,8.127636402057021e-05,sell,8.127636402057021e-05,-0.00024380927613023228
2021-06-24 00:06:00,1.2302700000000002,1.23016,1.23025,1.23013,1.2302700000000002,1.23016,1.23014,1.23004,0.00011000000000027654,0.00012000000000012001,57730000.2577,51540000.7951,48,sell,1.6258047733554155e-05,-0.0001869508319313439,-0.00011379615856702269,-7.316121480144495e-05,hold,0.0,-0.00011379615856702269
2021-06-24 00:09:00,1.2302700000000002,1.2301700000000002,1.23048,1.23036,1.23048,1.23038,1.23023,1.23011,9.999999999998899e-05,0.00012000000000012001,70770000.9346,54340000.15230001,48,buy,0.00012192841988904068,-0.00030078610855938207,7.315467336414073e-05,-0.0002519976913758345,buy,7.315467336414073e-05,-0.0002519976913758345
2021-06-24 00:12:00,1.23048,1.2303700000000002,1.23026,1.23015,1.23054,1.23044,1.23023,1.23013,0.00010999999999983245,0.00010999999999983245,66740000.962100014,58940000.057000004,55,sell,0.00017067065440008736,-0.00033318705608921404,-0.00026818802418563607,8.940400042286185e-05,sell,8.940400042286185e-05,-0.00026818802418563607
2021-06-24 00:15:00,1.23024,1.23013,1.23024,1.23012,1.23038,1.23026,1.23022,1.23012,0.0001100000000000545,0.00011999999999989797,72510000.4676,70500001.0716,60,sell,3.251345244079948e-05,-0.00021131682894709518,-9.754194303542233e-05,-8.942144326213855e-05,hold,0.0,-9.754194303542233e-05
2021-06-24 00:18:00,1.23023,1.23013,1.2301799999999998,1.2301,1.23024,1.23013,1.23014,1.23003,9.999999999998899e-05,7.999999999985796e-05,59150000.334,58250000.953200005,51,hold,0.0,-0.00017069840031216956,-0.00010567129723707233,-4.064611057358448e-05,hold,0.0,-0.00010567129723707233
2021-06-24 00:21:00,1.23019,1.2300799999999998,1.23022,1.2301,1.23025,1.23016,1.2301700000000002,1.2300600000000002,0.0001100000000000545,0.00012000000000012001,65289999.962,60970000.38570001,58,hold,0.0,-0.00015446400988562546,-7.315943065699078e-05,-0.0001138137356921916,hold,0.0,-0.0001138137356921916
2021-06-24 00:24:00,1.23022,1.2301,1.23024,1.23012,1.2302700000000002,1.2301700000000002,1.2301799999999998,1.2300700000000002,0.00012000000000012001,0.00011999999999989797,73270000.21970001,67650000.69100001,55,hold,0.0,-0.0001625923727917744,-8.128627399976344e-05,-0.00011381188521260791,hold,0.0,-0.00011381188521260791
2021-06-24 00:27:00,1.2302799999999998,1.2301700000000002,1.2302700000000002,1.23016,1.2303,1.2302,1.23022,1.2301,0.00010999999999961041,0.00011000000000027654,67469999.90959999,81230000.7337,57,hold,0.0,-0.00016256197675361942,-9.753877166165261e-05,-8.128957786321319e-05,hold,0.0,-9.753877166165261e-05
