Win Rates,real,expected
0.0,-0.048049849106047704,-0.04804857790851975
0.1,-0.034732039471602374,-0.04131007426546777
0.2,-0.02955921433662281,-0.03439419486315646
0.30000000000000004,-0.026406187594138868,-0.027476347984007558
0.4,-0.01881657962680252,-0.020734797563035683
0.5,-0.013940546000711165,-0.01455860937730623
0.6000000000000001,-0.011952943501222111,-0.012412534989164755
0.7000000000000001,0.006809557241316731,0.008018168902348766
0.8,0.014354207224752277,0.015172494253560445
0.9,0.02970961166660857,0.03015208168855634
1.0,0.05104297237699076,0.05108244666452092
