Win Rates,real,expected
0.0,0.0,0.0
0.1,0.0,0.0
0.2,0.0,0.0
0.30000000000000004,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6000000000000001,0.001902165252899369,0.000785530355611095
0.7000000000000001,0.006420663537958711,0.00575323025634614
0.8,0.011102859264050777,0.011325533428090262
0.9,0.01888822223583107,0.01923083545922565
1.0,0.029343959925374516,0.029357203590559405
